,text,created_at,brand,sent,pos,neg,neu,compound
69,@pookietooth @FamUnite4Child @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/jzDXgqU4Ix,Sun Jul 01 21:28:12 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
70,@maddow @CNN @ABC @CBS Israel Beefs Up Tank And Artillery Deployment In Syria Warning https://t.co/iBl8eEQaOX,Sun Jul 01 21:27:48 +0000 2018,@CBS,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.34}",0.0,0.146,0.854,-0.34
71,@instinctcbs @CBS @bojnovak You betcha!!!!!,Sun Jul 01 21:27:35 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
72,@se_callahan @CBS @bojnovak So are we! See you tonight for the #Instinct season finale!,Sun Jul 01 21:27:06 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
73,@FamUnite4Child @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/dfPeXH3Xve,Sun Jul 01 21:26:46 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
74,"RT @Albedo039Earth: @Diva_grace31 @BonelliOK A @BonelliOK le estaría molestando esto?: https://t.co/BEjoSnAfj6
#ArgentinaFrancia #Argentina…",Sun Jul 01 21:26:41 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
75,@AlohaEvery1 @sjsrana @CraigRSawyer @pookietooth @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/bWcPT8n3hD,Sun Jul 01 21:25:49 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
76,RT @JoshX1993: The #CBSWeekendNews will be preempted tonight by the @CBS network on most of its East coast stations due to @CBSSports cover…,Sun Jul 01 21:25:41 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
77,@AlohaEvery1 @sjsrana @CraigRSawyer @pookietooth @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/FoBnNPqqB4,Sun Jul 01 21:24:33 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
78,@FamUnite4Child @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/qWCfOvNYn3,Sun Jul 01 21:23:55 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
79,@pookietooth @jccjd91 @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/JU8gczyLuf,Sun Jul 01 21:23:36 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
80,RT @krisig555: @JackPosobiec @CoreyStewartVA @cnn @FoxNews @abc @oann @cbs @nbc @msnbc @FoxNewsInsider @gma - now it will be on the news -…,Sun Jul 01 21:23:32 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
81,@GCTigerTracker @GolfChannel And @cbs was having a baby...now they are only in mourning,Sun Jul 01 21:22:48 +0000 2018,@CBS,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.4404}",0.0,0.209,0.791,-0.4404
82,@DIRECTV why can’t I watch nationally televised golf on @CBS on @directvnow when I pay for your most expensive package? Dumb.,Sun Jul 01 21:20:56 +0000 2018,@CBS,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.6077}",0.0,0.226,0.774,-0.6077
83,"RT @brezzo: I see @CBS has a new show coming out in the fall called ""#FBI"". Guess which childish orange ballbag will be hoping it fails so…",Sun Jul 01 21:20:00 +0000 2018,@CBS,"{'neg': 0.168, 'neu': 0.738, 'pos': 0.094, 'compound': -0.296}",0.094,0.168,0.738,-0.296
84,"RT @redeploybrave: This is the very reason this show needs to be rescued!
#TheBrave #RedeployTheBrave @netflix @nbc @hulu @AmazonStudios @U…",Sun Jul 01 21:19:52 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.4753}",0.14,0.0,0.86,0.4753
85,"RT @nvrggivup: ""Impeach 45"" @MSNBC @donlemon @jaketapper @cnnbrk @maddow @abcnews  @CBS  @nbc @NBCNews  @ShepNewsTeam @brikeilarcnn @anders…",Sun Jul 01 21:18:52 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
86,@tomcrown1 @DouglasHespelt @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @wayneabirch @pasbonca… https://t.co/9mjNnYuAYV,Sun Jul 01 21:18:34 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
87,@tomcrown1 @chpspics @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @wayneabirch @pasbonca @Adriennekauffm2… https://t.co/XC0uDQCXU8,Sun Jul 01 21:18:33 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
88,RT @tomcrown1: @chpspics @DouglasHespelt @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @wayneabirch @pasbonca @Adriennekauffm2 @CBS…,Sun Jul 01 21:17:59 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
89,RT @thelanto61: Tune in to @CBS today at 2PM....thanks to @PGATOUREnt @Titleist @FootJoy @18BirdiesApp @IESCOMM @standardinstyle https://t.…,Sun Jul 01 21:17:54 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
90,"RT @Bckrda: @tedlieu Really? Yet media gives djt a pass but trashes Obama Iran deal? A deal that had 6 other countries, verification, and n…",Sun Jul 01 21:16:28 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
91,"RT @ISAACYASS: .
 @realDonaldTrump
@restore_US_now
@AP @cnnbrk @nytimes @CNN
@POTUS @WSJ @ABC @CBS
@FoxNews
@AnnCoulter
.
Just remember thi…",Sun Jul 01 21:16:18 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
92,@FamUnite4Child @sjsrana @CraigRSawyer @pookietooth @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/gKlCr5HpYn,Sun Jul 01 21:16:12 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
93,"@stinaknits Even if the other houseguests aren't outwardly protesting, both the men and women are obviously uncomfo… https://t.co/bNo9E80Fiq",Sun Jul 01 21:15:44 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.3252}",0.121,0.0,0.879,0.3252
94,"I see @CBS has a new show coming out in the fall called ""#FBI"". Guess which childish orange ballbag will be hoping… https://t.co/mOFdqOd4w5",Sun Jul 01 21:15:09 +0000 2018,@CBS,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}",0.0,0.099,0.901,-0.296
95,@sebarc43 @refloreada @decosasbuenas @ValuRelanez @justmileybxtch @highwaytobirra @CBS No todos son capaces o no to… https://t.co/vjYEKiaNlB,Sun Jul 01 21:14:40 +0000 2018,@CBS,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5267}",0.0,0.268,0.732,-0.5267
96,"RT @MSonmul: 👇👇👇
@cnni @bbc @AP @Reuters @dwnews @FoxNews @ABC @NBCNews @CBS @hrw @ariannahuff @OSCE_RFoM @davidakaye @AFP @dwnews @Sputnik…",Sun Jul 01 21:13:46 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
97,@YahooNews @CBS @CBSThisMorning @Choppybluewater @TomiLahren @JudgeJeanine @YoungDems4Trump @PamelaGeller @FoxNews… https://t.co/i7adJBxqzp,Sun Jul 01 21:13:41 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
98,RT @HeleenScorpion: Stop ignoring us @CBS . We Scorpion fand don't ask for much. Only closure. According to the ratings on Monday night you…,Sun Jul 01 21:13:04 +0000 2018,@CBS,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.5994}",0.0,0.189,0.811,-0.5994
99,@flanole @JohnWDean @MSNBC @ABC @CBS @nbc It's not front and center yet because there's too much that's not confirm… https://t.co/E2jHAtGYYz,Sun Jul 01 21:12:54 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
0,@FoxNews @POTUS You'll do it,Sun Jul 01 22:03:51 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1,"RT @FoxNews: On @foxandfriends, @JudicialWatch President @TomFitton had a question for Robert Mueller. https://t.co/hrnCI6416N https://t.co…",Sun Jul 01 22:03:51 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2,@FoxNews @POTUS Keep up the great work!,Sun Jul 01 22:03:50 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.6588}",0.423,0.0,0.577,0.6588
3,"RT @FoxNews: .@LaraLeaTrump: ""If they are voting for someone who wants to abolish ICE, these people are putting illegal immigrants, drug de…",Sun Jul 01 22:03:49 +0000 2018,@Foxnews,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.5574}",0.0,0.146,0.854,-0.5574
4,"RT @FoxNews: .@DiamondandSilk: “If Barack Obama, if he’s campaigning for Nancy Pelosi that means he [doesn’t] have a clue.” https://t.co/kI…",Sun Jul 01 22:03:49 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
5,"RT @FoxNews: Teacher tried to hypnotize young female students, force them to call him 'master,' police say https://t.co/inq0UYmUpS",Sun Jul 01 22:03:49 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6,"@Stephen32733273 @FoxNews You said: “School shootings are terrible,  but the don't effect average citizens in neigh… https://t.co/mlIk43VfLl",Sun Jul 01 22:03:48 +0000 2018,@Foxnews,"{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.2617}",0.0,0.114,0.886,-0.2617
7,@FoxNews @SenWarren @realDonaldTrump  https://t.co/er7MN8meLn,Sun Jul 01 22:03:48 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
8,"RT @GingerSammito: @HouseGOP 
@HouseDemocrats 
 @cnn
@FoxNews 
Totally agree!  Don’t sink to the level of those promoting or involved in ha…",Sun Jul 01 22:03:48 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.6793}",0.237,0.0,0.763,0.6793
9,"@FoxNews ICE was only recently established, you don't need them to keep the border safe.",Sun Jul 01 22:03:47 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.172,0.0,0.828,0.4404
10,RT @RepSwalwell: Scary. A constituent just confronted me and told me I support open borders. I told her that’s not true and I’ve never said…,Sun Jul 01 22:03:47 +0000 2018,@Foxnews,"{'neg': 0.262, 'neu': 0.642, 'pos': 0.096, 'compound': -0.5621}",0.096,0.262,0.642,-0.5621
11,RT @MyaVoice1: @FoxNews @POTUS @MariaBartiromo Donald J Trump &amp; Ivanka manufacture all their goods in China.  How is this helping the Ameri…,Sun Jul 01 22:03:45 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.111,0.0,0.889,0.3612
12,RT @LuckyNewports: @JoyAnnReid says the scared little man trying to  hide behind @FoxNews,Sun Jul 01 22:03:45 +0000 2018,@Foxnews,"{'neg': 0.295, 'neu': 0.705, 'pos': 0.0, 'compound': -0.5574}",0.0,0.295,0.705,-0.5574
13,"RT @FoxNews: .@JudgeJeanine: ""Right now in America, there are forces dug in, organized, and well-funded doing whatever is necessary to make…",Sun Jul 01 22:03:44 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
14,RT @RepSwalwell: Scary. A constituent just confronted me and told me I support open borders. I told her that’s not true and I’ve never said…,Sun Jul 01 22:03:43 +0000 2018,@Foxnews,"{'neg': 0.262, 'neu': 0.642, 'pos': 0.096, 'compound': -0.5621}",0.096,0.262,0.642,-0.5621
15,@BenediktAmrhein @realDonaldTrump @FoxNews only the best/worst off,Sun Jul 01 22:03:43 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
16,@FoxNews @realDonaldTrump What happened to the idea of energy independence?,Sun Jul 01 22:03:43 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",0.189,0.0,0.811,0.2732
17,"RT @WayneDupreeShow: This is why I support @USMinority! There is no identity politics, no division. This is the positive msg @FoxNews @foxa…",Sun Jul 01 22:03:42 +0000 2018,@Foxnews,"{'neg': 0.157, 'neu': 0.607, 'pos': 0.235, 'compound': 0.4926}",0.235,0.157,0.607,0.4926
18,@CBSNews @NBCNews @latimes @nytimes @AOL @FoxNews #+#+  @FOXTV @AP @MSN @washingtonpost @USATODAY @WSJ @nypost… https://t.co/lwuoJ2JWVG,Sun Jul 01 22:03:41 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
19,"RT @FoxNews: .@DiamondandSilk: ""When an American breaks the law, they're given three hots and a cot behind a locked cell block - period - a…",Sun Jul 01 22:03:41 +0000 2018,@Foxnews,"{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.4404}",0.0,0.127,0.873,-0.4404
20,"RT @FoxNews: Teacher tried to hypnotize young female students, force them to call him 'master,' police say https://t.co/inq0UYmUpS",Sun Jul 01 22:03:40 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
21,"@marcellalaluna @realDonaldTrump @MariaBartiromo @FoxNews We shall, cleavage girl! #boobsbeforebrains",Sun Jul 01 22:03:40 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
22,"RT @FoxNews: On ""Justice"" with @JudgeJeanine, @LaraLeaTrump had tough words for people who vote for ""someone who wants to abolish ICE."" htt…",Sun Jul 01 22:03:40 +0000 2018,@Foxnews,"{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.128}",0.0,0.067,0.933,-0.128
23,RT @MariaBartiromo: .@POTUS Trump: European Union is possibly as bad as China https://t.co/dgfJCr4fa1 @realDonaldTrump @WhiteHouse @SundayF…,Sun Jul 01 22:03:38 +0000 2018,@Foxnews,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.5423}",0.0,0.189,0.811,-0.5423
24,@ben_foreman14 @FoxNews I didn’t tell you to not say it. I didn’t take your voice away. I said I’d rather not have… https://t.co/sGQIlFgG3i,Sun Jul 01 22:03:38 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
25,".@PatriotRevolt16 Obama chose not to enforce laws.   Lefties ignore laws and remove those that enforce them!
19 ICE… https://t.co/PqZb17262W",Sun Jul 01 22:03:38 +0000 2018,@Foxnews,"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.4199}",0.0,0.134,0.866,-0.4199
26,@DanielHedgewor1 @FoxNews https://t.co/gZWYJfIHnI,Sun Jul 01 22:03:38 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
27,"@getoveritlibs @USAFF35 @FoxNews *you're ... learn English!
Have you heard about Harley Davidson? Have the Trunp's brought their jobs back?",Sun Jul 01 22:03:38 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
28,"@FoxNews @marcthiessen @TheDemocrats As part of the middle of the country, the con-man, maybe billionaire has never… https://t.co/b9KAea89nk",Sun Jul 01 22:03:37 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
29,@AIIAmericanGirI @FoxNews So a president of a less powerful country wants to pick a fight with the president of a m… https://t.co/fkqIF8RoUc,Sun Jul 01 22:03:37 +0000 2018,@Foxnews,"{'neg': 0.123, 'neu': 0.758, 'pos': 0.119, 'compound': -0.024}",0.119,0.123,0.758,-0.024
30,@droneguy65 @FoxNews @Rep_Hunter @TheDemocrats @POTUS Actually read Schumer statement on the issue he said he wasn't going to vote.,Sun Jul 01 22:03:36 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
31,@FoxNews 19 people will be looking for new jobs,Sun Jul 01 22:03:36 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
32,@FoxNews @JudgeJeanine She is a joke.,Sun Jul 01 22:03:35 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.296}",0.355,0.0,0.645,0.296
33,@FoxNews That's a lot of class!,Sun Jul 01 22:03:35 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
34,"RT @Airvooocht: .@realDonaldTrump today on @FoxNews 

„We love the European Union... My parents were born in the European Union!“

1. His f…",Sun Jul 01 22:03:35 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.6696}",0.176,0.0,0.824,0.6696
35,"RT @FoxNews: .@marcthiessen: ""@TheDemocrats have become a party of coastal elites that's completely lost touch with the middle of the count…",Sun Jul 01 22:03:34 +0000 2018,@Foxnews,"{'neg': 0.111, 'neu': 0.773, 'pos': 0.116, 'compound': 0.0276}",0.116,0.111,0.773,0.0276
36,RT @FoxNews: Ronald Vitiello Named New ICE Leader https://t.co/X7U04t6z8Z,Sun Jul 01 22:03:33 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
37,RT @FoxNews: Ronald Vitiello Named New ICE Leader https://t.co/X7U04t6z8Z,Sun Jul 01 22:03:32 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
38,@FoxNews Every Weirdos dream !,Sun Jul 01 22:03:32 +0000 2018,@Foxnews,"{'neg': 0.374, 'neu': 0.313, 'pos': 0.313, 'compound': -0.1007}",0.313,0.374,0.313,-0.1007
39,"RT @Airvooocht: .@realDonaldTrump today on @FoxNews 

„We love the European Union... My parents were born in the European Union!“

1. His f…",Sun Jul 01 22:03:32 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.6696}",0.176,0.0,0.824,0.6696
40,24/7 HATE will make people tune-out. If that’s your intention @FoxNews @CNN @MSNBC @ABC @NBCNews @CBSNews it’s work… https://t.co/XYaDOmDxJ2,Sun Jul 01 22:03:32 +0000 2018,@Foxnews,"{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.6633}",0.0,0.198,0.802,-0.6633
41,"RT @FoxNews: .@DiamondandSilk: “If Barack Obama, if he’s campaigning for Nancy Pelosi that means he [doesn’t] have a clue.” https://t.co/kI…",Sun Jul 01 22:03:30 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
42,RT @freetospeekout: @FoxNews @FoxNews this headline is an out and out lie!  The letter suggests splitting ICE into two separate agencies th…,Sun Jul 01 22:03:29 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
43,@Kantw81 @FoxNews @POTUS MAGA!,Sun Jul 01 22:03:29 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
44,"@realDonaldTrump @MariaBartiromo @FoxNews ...more lies! Yay and uhm, no. Serial liar.",Sun Jul 01 22:03:29 +0000 2018,@Foxnews,"{'neg': 0.452, 'neu': 0.369, 'pos': 0.179, 'compound': -0.636}",0.179,0.452,0.369,-0.636
45,@pamelawarren11 @RaheemWay @FoxNews No we do not come with experation stamps on our butts,Sun Jul 01 22:03:29 +0000 2018,@Foxnews,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",0.0,0.145,0.855,-0.296
46,@KeepFaith_Hope @FoxNews I have a question. When a guy breaks into your home do you ask him if he's bad or just ass… https://t.co/eYkcbLkOsG,Sun Jul 01 22:03:29 +0000 2018,@Foxnews,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.5423}",0.0,0.149,0.851,-0.5423
47,@OhJeezums As I recall @FoxNews criticism was of @BarackObama assertion that he would meet with N. Korea at any tim… https://t.co/3oWXaPb5tw,Sun Jul 01 22:03:29 +0000 2018,@Foxnews,"{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.4404}",0.0,0.132,0.868,-0.4404
48,"@FoxNews And trump would like us to believe we should fear illegals when in fact, it's Americans who look like this… https://t.co/NvXRGZh8fE",Sun Jul 01 22:03:28 +0000 2018,@Foxnews,"{'neg': 0.118, 'neu': 0.699, 'pos': 0.184, 'compound': 0.2023}",0.184,0.118,0.699,0.2023
49,RT @FoxNews: .@POTUS: “The big thing that I’m focused on now is trade. I have to straighten out trade deals.” https://t.co/Ao3VNmoq7h,Sun Jul 01 22:03:28 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.3818}",0.12,0.0,0.88,0.3818
50,"RT @FoxNews: .@LaraLeaTrump: ""If they are voting for someone who wants to abolish ICE, these people are putting illegal immigrants, drug de…",Sun Jul 01 22:03:28 +0000 2018,@Foxnews,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.5574}",0.0,0.146,0.854,-0.5574
51,@FoxNews @JudgeJeanine Go Judge Jeanie!,Sun Jul 01 22:03:27 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
52,"RT @FoxNews: Angel Mom Courtney Hacking, whose husband and two children were killed in a crash involving an illegal immigrant, said that Am…",Sun Jul 01 22:03:27 +0000 2018,@Foxnews,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.8957}",0.0,0.362,0.638,-0.8957
53,"RT @FoxNews: ""But I’m putting conservative people on.""

President @realDonaldTrump expects his next Supreme Court pick “to go very quickly”…",Sun Jul 01 22:03:27 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.5574}",0.159,0.0,0.841,0.5574
54,RT @FoxNews: .@POTUS: “The big thing that I’m focused on now is trade. I have to straighten out trade deals.” https://t.co/Ao3VNmoq7h,Sun Jul 01 22:03:26 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.3818}",0.12,0.0,0.88,0.3818
55,"RT @FoxNews: .@TomFitton: ""Mueller’s operation is one of the most secretive I can remember and I’ve been doing this for 20 years."" https://…",Sun Jul 01 22:03:25 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
56,@FoxNews Don’t want Canadian goods if they can play fairly!,Sun Jul 01 22:03:25 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.4574}",0.333,0.0,0.667,0.4574
57,"RT @FoxNews: Maxine Waters' GOP rival seeks traction over her inflammatory comments
https://t.co/4FyWnRRbys",Sun Jul 01 22:03:25 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
58,@FoxNews Foolishness and barbarity on display,Sun Jul 01 22:03:22 +0000 2018,@Foxnews,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.4215}",0.0,0.359,0.641,-0.4215
59,@WilfredHegg @FoxNews @marcthiessen @TheDemocrats Good for you and your clarity! What about your neighbors? Think y… https://t.co/rqT9qj7kYX,Sun Jul 01 22:03:22 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.7088}",0.282,0.0,0.718,0.7088
60,"RT @FoxNews: Angel Mom Courtney Hacking, whose husband and two children were killed in a crash involving an illegal immigrant, said that Am…",Sun Jul 01 22:03:21 +0000 2018,@Foxnews,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.8957}",0.0,0.362,0.638,-0.8957
61,@FoxNews @Jeff_Journalist C’mon dumbassocrats. Where is the outrage for the parents being separated from their kids… https://t.co/GAQvq26U7D,Sun Jul 01 22:03:21 +0000 2018,@Foxnews,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.5106}",0.0,0.171,0.829,-0.5106
62,RT @FoxNews: .@POTUS: “The big thing that I’m focused on now is trade. I have to straighten out trade deals.” https://t.co/Ao3VNmoq7h,Sun Jul 01 22:03:20 +0000 2018,@Foxnews,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.3818}",0.12,0.0,0.88,0.3818
