,text,created_at,brand,sent,pos,neg,neu,compound
84,RT @nytimes: Immigrant families are being charged thousands of dollars in airfare to get children out of federally contracted migrant shelt…,Sun Jul 01 22:01:41 +0000 2018,@NYtimes,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.2023}",0.0,0.083,0.917,-0.2023
85,@OwenBrennan @CNN @MSNBC @nbc @ABC @CBS @NPR @washingtonpost @nytimes Or: two obvious takes doesn’t make it worth i… https://t.co/nODx5kbtj3,Sun Jul 01 22:01:40 +0000 2018,@NYtimes,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2263}",0.095,0.0,0.905,0.2263
86,@emmevilla @IAmJamesTheBond @francescatotolo @andreapalladino @Corriere @nytimes @lucabattanta @LucioMalan… https://t.co/nVHPcp2aCM,Sun Jul 01 22:01:40 +0000 2018,@NYtimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
87,"@stopcollusion @nytimes I oppose causing irreparable trauma to those who seek our help. Our national soul cries, “G… https://t.co/lkOjTXJzdg",Sun Jul 01 22:01:40 +0000 2018,@NYtimes,"{'neg': 0.237, 'neu': 0.647, 'pos': 0.116, 'compound': -0.4215}",0.116,0.237,0.647,-0.4215
88,RT @nytimes: Immigrant families are being charged thousands of dollars in airfare to get children out of federally contracted migrant shelt…,Sun Jul 01 22:01:40 +0000 2018,@NYtimes,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.2023}",0.0,0.083,0.917,-0.2023
89,"RT @RoArquette: Retweeted The New York Times (@nytimes):

Immigrant families are being charged thousands of dollars in airfare to get child…",Sun Jul 01 22:01:39 +0000 2018,@NYtimes,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.2023}",0.0,0.083,0.917,-0.2023
90,RT @GenderWatch2018: Is This the Year Women Break the Rules and Win? via @kzernike @nytimes feat. #genderwatch2018 experts @WendyGSmooth &amp;…,Sun Jul 01 22:01:38 +0000 2018,@NYtimes,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5859}",0.167,0.0,0.833,0.5859
91,RT @nytimes: Immigrant families are being charged thousands of dollars in airfare to get children out of federally contracted migrant shelt…,Sun Jul 01 22:01:35 +0000 2018,@NYtimes,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.2023}",0.0,0.083,0.917,-0.2023
92,RT @nytimes: Immigrant families are being charged thousands of dollars in airfare to get children out of federally contracted migrant shelt…,Sun Jul 01 22:01:35 +0000 2018,@NYtimes,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.2023}",0.0,0.083,0.917,-0.2023
93,RT @chrisbr64178310: @nytimes ice took the kids and moved them. ice should pay their way back!!!!!!,Sun Jul 01 22:01:35 +0000 2018,@NYtimes,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.3753}",0.0,0.146,0.854,-0.3753
94,@nytimes Does the plain truth seem that strange to you?,Sun Jul 01 22:01:34 +0000 2018,@NYtimes,"{'neg': 0.149, 'neu': 0.661, 'pos': 0.19, 'compound': 0.128}",0.19,0.149,0.661,0.128
95,RT @nytimes: Immigrant families are being charged thousands of dollars in airfare to get children out of federally contracted migrant shelt…,Sun Jul 01 22:01:31 +0000 2018,@NYtimes,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.2023}",0.0,0.083,0.917,-0.2023
96,@nytimes NYT loves MS-13,Sun Jul 01 22:01:31 +0000 2018,@NYtimes,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.552,0.0,0.448,0.5719
97,"@poppasmirf22 @murphy_gw @ProfDeutsch @nytimes That’s not true either. Washington, Massachusetts, and California ha… https://t.co/3JoM0KF3CH",Sun Jul 01 22:01:28 +0000 2018,@NYtimes,"{'neg': 0.152, 'neu': 0.848, 'pos': 0.0, 'compound': -0.3252}",0.0,0.152,0.848,-0.3252
98,RT @waltb31: Such bull 💩 @SenatorCollins @lisamurkowski @JeffFlake are spineless conartists; the “good cop” to white nationalist misogynist…,Sun Jul 01 22:01:27 +0000 2018,@NYtimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
99,RT @paolamendoza: A long time ago I made the choice to use my art to uplift the humanity of my people. I’ve had the honor to tell the stori…,Sun Jul 01 22:01:24 +0000 2018,@NYtimes,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.4939}",0.11,0.0,0.89,0.4939
0,@cnn @JimAcasta @maddow @msnbc @cbs @nbc #IllegalImmigrants #IllegalAliens #Impeach45 https://t.co/zcncQBRnWf,Sun Jul 01 22:03:27 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1,@youre_the_rhoda @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/EU1DAL0OzT,Sun Jul 01 22:01:58 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2,"Petition to get Maxine Waters expelled from Congress

@TheEllenShow 
@aplusk 
@jimmykimmel 
@KimKardashian… https://t.co/34LUe8M1on",Sun Jul 01 22:01:42 +0000 2018,@CBS,"{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.25}",0.0,0.143,0.857,-0.25
3,"RT @MSonmul: 👇👇👇
@cnni @bbc @AP @Reuters @dwnews @FoxNews @ABC @NBCNews @CBS @hrw @ariannahuff @OSCE_RFoM @davidakaye @AFP @dwnews @Sputnik…",Sun Jul 01 22:01:41 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4,@OwenBrennan @CNN @MSNBC @nbc @ABC @CBS @NPR @washingtonpost @nytimes Or: two obvious takes doesn’t make it worth i… https://t.co/nODx5kbtj3,Sun Jul 01 22:01:40 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2263}",0.095,0.0,0.905,0.2263
5,RT @GetSpectrum: #BigBrother is back. Follow the drama tonight at 8/7c on @CBS! #BB20 @CBSBigBrother https://t.co/1wZhDNeEBi,Sun Jul 01 22:01:28 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6,#SaveTimeless #renewtimeless @Sony @NBCTimeless @nbc @TheTimelessRoom we need a season 3 pleaseee @netflix… https://t.co/Sr4cCExNVC,Sun Jul 01 22:00:47 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7,#BigBrother is back. Follow the drama tonight at 8/7c on @CBS! #BB20 @CBSBigBrother https://t.co/1wZhDNeEBi,Sun Jul 01 22:00:00 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
8,"RT @MSonmul: 👇👇👇
@cnni @bbc @AP @Reuters @dwnews @FoxNews @ABC @NBCNews @CBS @hrw @ariannahuff @OSCE_RFoM @davidakaye @AFP @dwnews @Sputnik…",Sun Jul 01 21:59:33 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
9,@OwenBrennan @CNN @MSNBC @nbc @ABC @CBS @NPR @washingtonpost @nytimes Insert eyeroll gif,Sun Jul 01 21:59:15 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
10,So @ABC @abcnews @CBS @CBSNews @CBSNLive @MSNBC @maddow @JoeNBC @morningmika @NewsHour @nytimes @washingtonpost… https://t.co/bznhTbcr42,Sun Jul 01 21:59:00 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
11,"We have been out on the deck with the NFL sideline fan, watching #TigerWoods at #QuickenLoansNational on @CBS. Stay… https://t.co/AxGovzfmc0",Sun Jul 01 21:58:12 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.3182}",0.108,0.0,0.892,0.3182
12,RT @krisig555: @JackPosobiec @CoreyStewartVA @cnn @FoxNews @abc @oann @cbs @nbc @msnbc @FoxNewsInsider @gma - now it will be on the news -…,Sun Jul 01 21:57:42 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
13,"@netflix @Netflixhelps @CBS @CBSTweet @MadamSecretary 
Hi, what happened? Why is Season 4 isn’t available? I was lo… https://t.co/43wlx7Hhgi",Sun Jul 01 21:57:28 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
14,@FamUnite4Child @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/9R7Th5E8u2,Sun Jul 01 21:57:27 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
15,@youre_the_rhoda @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/fk1pj60SNV,Sun Jul 01 21:56:56 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
16,RT @FamUnite4Child: @youre_the_rhoda @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa @Ame…,Sun Jul 01 21:55:14 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
17,RT @Tell_Darzul: @NetflixLifee @warnerbrostv @NetflixLifee @CBS @hulu @Showtime @AMC_TV @SYFY  @FreeformTV @WarnerBrosEnt @SonyTV @AmazonSt…,Sun Jul 01 21:54:56 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
18,RT @youre_the_rhoda: @FamUnite4Child @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa @Ame…,Sun Jul 01 21:54:44 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
19,"Where is @NickFaldo006 today?
@CBS  #QuickenLoansNational",Sun Jul 01 21:53:53 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
20,@youre_the_rhoda @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/pOplghkXRp,Sun Jul 01 21:53:41 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
21,"RT @redeploybrave: Dream cast, dream leader! Give them more!
#TheBrave #RedeployTheBrave @netflix @nbc @hulu @AmazonStudios @USA_Network @t…",Sun Jul 01 21:52:55 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.555}",0.234,0.0,0.766,0.555
22,@youre_the_rhoda @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/RWmIyrh0lz,Sun Jul 01 21:52:49 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
23,"RT @MSonmul: 👇👇👇
@cnni @bbc @AP @Reuters @dwnews @FoxNews @ABC @NBCNews @CBS @hrw @ariannahuff @OSCE_RFoM @davidakaye @AFP @dwnews @Sputnik…",Sun Jul 01 21:52:39 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
24,RT @wayneabirch: @DouglasHespelt @chpspics @tomcrown1 @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @pasbonca @Adriennekauffm2 @CBS…,Sun Jul 01 21:50:36 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
25,"RT @MSonmul: 👇👇👇
@cnni @bbc @AP @Reuters @dwnews @FoxNews @ABC @NBCNews @CBS @hrw @ariannahuff @OSCE_RFoM @davidakaye @AFP @dwnews @Sputnik…",Sun Jul 01 21:50:33 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
26,RT @DaniloMeini: @warnerbrostv @NetflixLifee @CBS @hulu @Showtime @AMC_TV @FreeformTV @WarnerBrosEnt @SYFY @SonyTV @AmazonStudios @STARZ @A…,Sun Jul 01 21:50:24 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
27,"RT @Bckrda: @tedlieu Really? Yet media gives djt a pass but trashes Obama Iran deal? A deal that had 6 other countries, verification, and n…",Sun Jul 01 21:50:21 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
28,RT @chpspics: @DouglasHespelt @tomcrown1 @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @wayneabirch @pasbonca @Adriennekauffm2 @CBS…,Sun Jul 01 21:50:20 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
29,"Good #SaveScorpion nigth #TeamScorpion 😴😴

Good nigth @CBSTVStudios @cbs 😴😴

I hope that tomorrow my DREAM will com… https://t.co/geMZL1o9XR",Sun Jul 01 21:50:08 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.8868}",0.45,0.0,0.55,0.8868
30,"👇👇👇
@cnni @bbc @AP @Reuters @dwnews @FoxNews @ABC @NBCNews @CBS @hrw @ariannahuff @OSCE_RFoM @davidakaye @AFP… https://t.co/xijEvKB8pd",Sun Jul 01 21:49:39 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
31,"RT @OneBloodYeAndI: Stop The RoundUp! Leave Muddy Creek #WildHorses alone!
@RepRobBishop @jasoninthehouse @CurtisUT @RepMiaLove @RepChrisSt…",Sun Jul 01 21:49:15 +0000 2018,@CBS,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.6103}",0.0,0.333,0.667,-0.6103
32,@DouglasHespelt @chpspics @tomcrown1 @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @pasbonca… https://t.co/mccw6R9INu,Sun Jul 01 21:48:54 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
33,RT @DouglasHespelt: @chpspics @tomcrown1 @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @wayneabirch @pasbonca @Adriennekauffm2 @CBS…,Sun Jul 01 21:46:49 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
34,@DouglasHespelt @tomcrown1 @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @wayneabirch @pasbonca… https://t.co/cSvwNQEfzu,Sun Jul 01 21:46:45 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
35,@FamUnite4Child @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/7bpKBC8E4G,Sun Jul 01 21:45:36 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
36,@FamUnite4Child @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/b1wTMwBI2y,Sun Jul 01 21:44:11 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
37,RT @DouglasHespelt: @tomcrown1 @chpspics @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @wayneabirch @pasbonca @Adriennekauffm2 @CBS…,Sun Jul 01 21:43:29 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
38,RT @tomcrown1: @chpspics @DouglasHespelt @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @wayneabirch @pasbonca @Adriennekauffm2 @CBS…,Sun Jul 01 21:43:26 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
39,RT @chpspics: @DouglasHespelt @MArmenoff @Scorpionfanhun @CaptainBadger79 @tomcrown1 @tvfan00 @wayneabirch @pasbonca @Adriennekauffm2 @CBS…,Sun Jul 01 21:43:08 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
40,@FamUnite4Child @sjsrana @CraigRSawyer @pookietooth @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/1PWzuyL54v,Sun Jul 01 21:42:59 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
41,RT @chpspics: @DouglasHespelt @MArmenoff @Scorpionfanhun @CaptainBadger79 @tomcrown1 @tvfan00 @wayneabirch @pasbonca @Adriennekauffm2 @CBS…,Sun Jul 01 21:42:48 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
42,@DouglasHespelt @chpspics @tomcrown1 @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @wayneabirch… https://t.co/pz0wYEQgZW,Sun Jul 01 21:42:07 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
43,RT @DouglasHespelt: @chpspics @tomcrown1 @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @wayneabirch @pasbonca @Adriennekauffm2 @CBS…,Sun Jul 01 21:41:24 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
44,"RT @OneBloodYeAndI: Who can help #SaveStompy? #StopTheRoundUp of Muddy Creek #WildHorses in Utah! 
@CNN @teamCNN @MSNBC @NBC @CBS @CBSNews…",Sun Jul 01 21:41:05 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.4574}",0.143,0.0,0.857,0.4574
45,"RT @OneBloodYeAndI: Stop The RoundUp! Leave Muddy Creek #WildHorses alone!
@RepRobBishop @jasoninthehouse @CurtisUT @RepMiaLove @RepChrisSt…",Sun Jul 01 21:41:01 +0000 2018,@CBS,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.6103}",0.0,0.333,0.667,-0.6103
46,@FamUnite4Child @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/KqrnFUkRsp,Sun Jul 01 21:40:47 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
47,@youre_the_rhoda @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/z79L8I4RK2,Sun Jul 01 21:40:45 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
48,"RT @flyingeagle2223: I need #Deception back in my life i miss it 
... please think about picking up this fantastic show @DeceptionABC  #iLo…",Sun Jul 01 21:40:10 +0000 2018,@CBS,"{'neg': 0.061, 'neu': 0.688, 'pos': 0.25, 'compound': 0.714}",0.25,0.061,0.688,0.714
49,"RT @LexaHedaLexa: #Lexa is what we need
#Lexa is what we fight 4
#LexaStillDeservesBetter &amp; harmful trope of toxic Tloo still has 2 be reve…",Sun Jul 01 21:39:41 +0000 2018,@CBS,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.3818}",0.0,0.106,0.894,-0.3818
50,@decosasbuenas @SoffiFlury @ValuRelanez @justmileybxtch @highwaytobirra @refloreada @CBS La unica respuesta que te… https://t.co/nqvsATR8nK,Sun Jul 01 21:39:17 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
51,@chpspics @tomcrown1 @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @wayneabirch @pasbonca @Adriennekauffm2… https://t.co/JT1a9OQueA,Sun Jul 01 21:39:12 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
52,@UnderTheDomeCBS I’m fucking livid. How dare @CBS do this shit. How much? How much money to make season 4 happen? I’ll sell my fucking soul.,Sun Jul 01 21:38:40 +0000 2018,@CBS,"{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.8556}",0.0,0.276,0.724,-0.8556
53,@UnderTheDomeCBS @CBS cancelling this show the way you did should be illegal. A PLAGUE ON ALL YOUR HOUSES!,Sun Jul 01 21:37:53 +0000 2018,@CBS,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.69}",0.0,0.275,0.725,-0.69
54,"I need #Deception back in my life i miss it 
... please think about picking up this fantastic show @DeceptionABC… https://t.co/UylQpZIkKk",Sun Jul 01 21:37:25 +0000 2018,@CBS,"{'neg': 0.066, 'neu': 0.663, 'pos': 0.271, 'compound': 0.714}",0.271,0.066,0.663,0.714
55,RT @chpspics: @DouglasHespelt @tomcrown1 @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @wayneabirch @pasbonca @Adriennekauffm2 @CBS…,Sun Jul 01 21:37:16 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
56,@Thomas1774Paine @RonMyers98 #Rabid #Mad #Crazed #Unhinged 😳#MSM #MorningJoe @Morning_Joe @morningmika @JoeNBC… https://t.co/KiiIQUXPdj,Sun Jul 01 21:36:28 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
57,@BBC ⁦⁦@liebanosaenz⁩ @dwnews @nytimes @nypost @NYDailyNews @HuffPost @AristeguiOnline @jorgeramosnews @maddow ⁦… https://t.co/XXuI9MAkNA,Sun Jul 01 21:36:18 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
58,@youre_the_rhoda @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/8jCJhFbuGF,Sun Jul 01 21:34:48 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
59,@FamUnite4Child @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/Ctp2A2OD0x,Sun Jul 01 21:34:39 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
60,RT @nora_sirmons: @LibertyHacking @CBS We have seen videos of their so called peace...fake news.,Sun Jul 01 21:34:06 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
61,"RT @Bckrda: @tedlieu Really? Yet media gives djt a pass but trashes Obama Iran deal? A deal that had 6 other countries, verification, and n…",Sun Jul 01 21:33:01 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
62,"Correction, @CBS
The MOTHER of the far left account holder of Dog_Rates found both the dog and the owner. Too bad M… https://t.co/O8PvtUdDyf",Sun Jul 01 21:32:33 +0000 2018,@CBS,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.5423}",0.0,0.137,0.863,-0.5423
63,@DouglasHespelt @tomcrown1 @MArmenoff @Scorpionfanhun @CaptainBadger79 @tvfan00 @wayneabirch @pasbonca… https://t.co/fVgKM4Hic2,Sun Jul 01 21:30:58 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
64,"RT @nvrggivup: ""Impeach 45"" @MSNBC @donlemon @jaketapper @cnnbrk @maddow @abcnews  @CBS  @nbc @NBCNews  @ShepNewsTeam @brikeilarcnn @anders…",Sun Jul 01 21:30:35 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
65,@nvrggivup @MSNBC @donlemon @jaketapper @cnnbrk @maddow @abcnews @CBS @nbc @NBCNews @ShepNewsTeam @brikeilarcnn… https://t.co/fLFLNC1Ncu,Sun Jul 01 21:30:25 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
66,@youre_the_rhoda @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/V2ETuiZzLf,Sun Jul 01 21:29:47 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
67,@CBS @CBSSports https://t.co/WNMBhfswzM,Sun Jul 01 21:29:28 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
68,@youre_the_rhoda @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa… https://t.co/s34Hbi821Y,Sun Jul 01 21:29:12 +0000 2018,@CBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
